"OrderId","OrderDate","CustomerId","ProductId","Quantity","UnitPrice","LineTotal","Channel","Shipped"
"2447","2025-06-16","395","70","2","378.8","757.6","Direct","TRUE"
"2448","2025-03-14","292","149","38","137.87","5239.06","Direct","TRUE"
"2449","2025-08-21","101","153","35","585.76","20501.6","Retail","TRUE"
"2450","2025-05-27","13","56","28","411.14","11511.92","Retail","TRUE"
"2451","2026-07-02","107","145","11","854.22","9396.42","Partner","FALSE"
"2452","2025-09-25","393","155","11","764.27","8406.97","Direct","TRUE"
"2453","2025-06-02","451","132","5","70.35","351.75","Direct","FALSE"
"2454","2025-02-17","80","186","21","61.94","1300.74","Online","TRUE"
"2455","2025-03-26","65","118","11","657.56","7233.16","Direct","TRUE"
"2456","2026-06-10","42","55","17","497.82","8462.94","Retail","TRUE"
"2457","2026-05-13","242","11","21","52.72","1107.12","Retail","TRUE"
"2458","2026-03-13","326","96","25","755.53","18888.25","Retail","FALSE"
"2459","2024-12-20","359","186","16","273.38","4374.08","Direct","TRUE"
"2460","2026-02-10","147","40","19","651.89","12385.91","Online","TRUE"
"2461","2026-08-04","467","130","10","684.5","6845","Partner","TRUE"
"2462","2024-12-19","33","61","15","816.81","12252.15","Retail","TRUE"
"2463","2026-02-17","176","71","39","194.07","7568.73","Partner","TRUE"
"2464","2026-05-06","100","66","14","1012.4","14173.6","Online","FALSE"
"2465","2026-05-04","133","20","13","887.3","11534.9","Online","TRUE"
"2466","2026-06-07","79","84","6","522.31","3133.86","Direct","TRUE"
"2467","2026-05-09","261","131","35","1046.69","36634.15","Partner","TRUE"
"2468","2025-11-15","116","114","29","142.74","4139.46","Retail","TRUE"
"2469","2024-12-04","222","190","25","1055.1","26377.5","Partner","FALSE"
"2470","2025-08-18","141","180","20","800.84","16016.8","Direct","TRUE"
"2471","2026-03-04","31","112","17","1154.95","19634.15","Partner","TRUE"
"2472","2026-01-25","22","21","39","396.46","15461.94","Partner","TRUE"
"2473","2025-10-07","285","47","7","960.66","6724.62","Online","TRUE"
"2474","2025-06-01","223","82","39","625.73","24403.47","Partner","TRUE"
"2475","2025-03-05","372","97","28","1055.51","29554.28","Partner","TRUE"
"2476","2024-12-18","466","53","14","538.21","7534.94","Retail","TRUE"
"2477","2025-11-18","150","186","23","579.29","13323.67","Retail","TRUE"
"2478","2026-08-01","301","34","26","587.79","15282.54","Retail","FALSE"
"2479","2025-12-29","345","165","35","705.23","24683.05","Retail","TRUE"
"2480","2025-08-24","255","117","29","444.26","12883.54","Retail","FALSE"
"2481","2026-02-08","385","168","35","940.92","32932.2","Online","TRUE"
"2482","2026-05-06","62","121","38","611.61","23241.18","Online","TRUE"
"2483","2025-10-05","74","94","11","762.79","8390.69","Retail","FALSE"
"2484","2025-12-06","391","169","31","947.87","29383.97","Retail","TRUE"
"2485","2025-04-02","158","154","13","1078.86","14025.18","Direct","TRUE"
"2486","2025-06-01","265","162","20","753.77","15075.4","Online","TRUE"
"2487","2026-06-15","18","38","9","829.66","7466.94","Online","FALSE"
"2488","2025-08-31","346","63","8","305.18","2441.44","Online","TRUE"
"2489","2025-03-05","429","138","8","1096.32","8770.56","Direct","TRUE"
"2490","2026-03-13","476","102","30","280.21","8406.3","Online","TRUE"
"2491","2024-10-16","32","59","22","1125.67","24764.74","Partner","FALSE"
"2492","2025-08-31","341","87","26","182.38","4741.88","Partner","FALSE"
"2493","2026-09-07","424","50","16","652.24","10435.84","Partner","FALSE"
"2494","2025-10-22","11","153","10","1017.28","10172.8","Partner","TRUE"
"2495","2025-02-03","394","58","13","395.94","5147.22","Online","TRUE"
"2496","2025-05-24","97","33","25","1029.47","25736.75","Partner","TRUE"
"2497","2024-10-27","286","63","35","209.77","7341.95","Direct","TRUE"
"2498","2026-07-23","385","56","13","909.42","11822.46","Online","FALSE"
"2499","2026-05-03","305","56","39","623.94","24333.66","Partner","TRUE"
"2500","2025-05-15","88","162","12","747.7","8972.4","Online","TRUE"
"2501","2026-08-14","184","119","2","294.29","588.58","Online","TRUE"
"2502","2026-07-06","95","34","12","351.78","4221.36","Online","FALSE"
"2503","2026-01-02","449","120","1","1185.93","1185.93","Online","TRUE"
"2504","2025-09-12","16","79","12","878.19","10538.28","Direct","TRUE"
"2505","2026-02-28","39","2","2","315.38","630.76","Partner","TRUE"
"2506","2025-12-19","457","83","36","517.25","18621","Partner","TRUE"
"2507","2025-02-09","59","172","22","710.52","15631.44","Direct","TRUE"
"2508","2025-01-02","437","104","25","610.45","15261.25","Online","TRUE"
"2509","2024-12-08","276","13","28","475.75","13321","Online","TRUE"
"2510","2026-04-22","449","80","1","394.24","394.24","Retail","TRUE"
"2511","2025-06-12","343","65","31","852.92","26440.52","Online","TRUE"
"2512","2024-11-13","481","81","28","832.6","23312.8","Online","TRUE"
"2513","2025-01-08","364","72","39","1059.3","41312.7","Partner","TRUE"
"2514","2025-06-05","134","77","31","815.74","25287.94","Partner","TRUE"
"2515","2025-03-08","405","101","15","655.34","9830.1","Partner","TRUE"
"2516","2025-05-06","204","112","36","75.15","2705.4","Partner","TRUE"
"2517","2026-03-13","477","114","36","83.33","2999.88","Retail","TRUE"
"2518","2024-10-06","86","136","31","749.23","23226.13","Partner","TRUE"
"2519","2025-11-09","147","41","25","604.26","15106.5","Retail","TRUE"
"2520","2025-11-11","93","161","4","583.49","2333.96","Retail","TRUE"
"2521","2025-03-11","337","55","39","97.12","3787.68","Direct","FALSE"
"2522","2025-03-04","463","188","15","702.41","10536.15","Direct","FALSE"
"2523","2025-03-19","56","39","7","1199.58","8397.06","Direct","TRUE"
"2524","2026-05-09","224","180","7","204.08","1428.56","Partner","TRUE"
"2525","2025-08-18","260","109","19","334.19","6349.61","Direct","TRUE"
"2526","2025-03-16","186","34","37","769.33","28465.21","Online","TRUE"
"2527","2026-05-12","22","193","14","971.59","13602.26","Retail","FALSE"
"2528","2026-06-30","74","185","3","916.03","2748.09","Retail","TRUE"
"2529","2026-06-29","192","195","39","544.64","21240.96","Partner","TRUE"
"2530","2026-03-31","250","67","24","771.2","18508.8","Partner","TRUE"
"2531","2026-08-07","5","90","31","724.5","22459.5","Online","TRUE"
"2532","2024-11-10","308","43","12","479.39","5752.68","Partner","TRUE"
"2533","2025-09-19","342","31","7","408.03","2856.21","Direct","TRUE"
"2534","2025-05-14","405","143","25","69.14","1728.5","Online","FALSE"
"2535","2024-11-26","133","106","9","617.71","5559.39","Online","TRUE"
"2536","2025-05-19","175","161","2","1025.65","2051.3","Partner","TRUE"
"2537","2025-09-22","383","181","4","247.53","990.12","Retail","TRUE"
"2538","2025-11-07","491","48","34","265.81","9037.54","Direct","FALSE"
"2539","2025-05-24","236","68","10","74.87","748.7","Online","TRUE"
"2540","2024-10-15","318","160","30","83.78","2513.4","Partner","TRUE"
"2541","2025-05-11","290","143","19","45.57","865.83","Online","TRUE"
"2542","2025-05-21","157","146","13","650.96","8462.48","Partner","FALSE"
"2543","2025-05-05","171","152","9","163.54","1471.86","Retail","TRUE"
"2544","2026-03-11","289","104","25","473.13","11828.25","Retail","TRUE"
"2545","2026-02-24","491","190","30","796.89","23906.7","Partner","TRUE"
"2546","2026-08-15","165","99","36","80.68","2904.48","Retail","FALSE"
"2547","2025-11-09","161","51","39","1054.09","41109.51","Retail","TRUE"
"2548","2026-04-04","103","168","21","1082.96","22742.16","Retail","TRUE"
"2549","2026-07-02","299","82","17","14.5","246.5","Online","TRUE"
"2550","2026-04-11","381","181","32","323.6","10355.2","Partner","TRUE"
"2551","2025-03-20","123","168","17","685.71","11657.07","Retail","TRUE"
"2552","2024-11-11","436","64","27","527.26","14236.02","Retail","TRUE"
"2553","2025-05-07","68","158","1","1097.14","1097.14","Direct","TRUE"
"2554","2025-12-25","315","45","17","764.55","12997.35","Direct","FALSE"
"2555","2026-03-10","476","90","23","135.59","3118.57","Partner","TRUE"
"2556","2025-02-18","149","155","3","586.44","1759.32","Direct","TRUE"
"2557","2025-09-14","107","189","20","341.67","6833.4","Online","TRUE"
"2558","2026-05-05","396","141","11","750.15","8251.65","Partner","TRUE"
"2559","2025-02-05","369","125","3","894.39","2683.17","Direct","TRUE"
"2560","2025-05-24","119","72","24","155.22","3725.28","Online","TRUE"
"2561","2026-07-28","392","64","31","847.76","26280.56","Retail","TRUE"
"2562","2026-01-26","287","194","12","1154.11","13849.32","Online","TRUE"
"2563","2025-04-06","109","47","32","761.74","24375.68","Retail","TRUE"
"2564","2024-09-30","164","161","11","564.48","6209.28","Direct","TRUE"
"2565","2026-04-26","294","47","5","360.56","1802.8","Online","TRUE"
"2566","2025-08-31","113","98","10","948.18","9481.8","Online","FALSE"
"2567","2025-06-27","162","159","23","730.42","16799.66","Retail","TRUE"
"2568","2024-12-10","106","148","27","242.4","6544.8","Online","TRUE"
"2569","2025-06-17","497","51","12","624.67","7496.04","Partner","TRUE"
"2570","2025-10-09","328","194","27","738.51","19939.77","Partner","TRUE"
"2571","2026-08-08","247","49","34","1034.77","35182.18","Online","TRUE"
"2572","2025-04-17","398","124","21","534.35","11221.35","Retail","TRUE"
"2573","2026-02-05","112","33","13","497.17","6463.21","Direct","FALSE"
"2574","2025-08-21","124","86","32","576.57","18450.24","Retail","TRUE"
"2575","2024-12-23","343","147","30","408.67","12260.1","Retail","TRUE"
"2576","2026-03-26","296","183","9","1090.44","9813.96","Online","FALSE"
"2577","2026-06-01","346","130","14","256.98","3597.72","Direct","TRUE"
"2578","2025-04-06","337","11","34","741.45","25209.3","Retail","TRUE"
"2579","2026-05-07","73","146","28","24.43","684.04","Online","TRUE"
"2580","2026-02-16","359","167","24","137.31","3295.44","Retail","FALSE"
"2581","2024-12-20","410","13","12","111.25","1335","Partner","FALSE"
"2582","2025-05-29","473","142","12","301.28","3615.36","Direct","TRUE"
"2583","2024-09-14","111","108","22","1121.07","24663.54","Partner","TRUE"
"2584","2025-10-19","173","123","14","281.08","3935.12","Retail","TRUE"
"2585","2024-10-31","313","138","34","990.67","33682.78","Direct","TRUE"
"2586","2025-11-07","275","99","8","589.22","4713.76","Direct","TRUE"
"2587","2026-08-16","56","15","37","70.84","2621.08","Online","TRUE"
"2588","2025-09-10","436","100","14","882.55","12355.7","Partner","TRUE"
"2589","2025-08-18","172","56","21","142.67","2996.07","Retail","TRUE"
"2590","2024-12-19","241","47","5","120.7","603.5","Online","FALSE"
"2591","2026-09-05","144","9","13","463.33","6023.29","Partner","FALSE"
"2592","2025-04-07","92","32","27","1024.67","27666.09","Online","TRUE"
"2593","2026-04-21","134","87","20","478.16","9563.2","Retail","TRUE"
"2594","2026-03-14","268","43","5","543.51","2717.55","Partner","TRUE"
"2595","2024-12-10","166","187","14","596.69","8353.66","Partner","TRUE"
"2596","2026-02-21","311","161","17","1113.56","18930.52","Partner","TRUE"
"2597","2026-06-23","121","165","21","534.43","11223.03","Retail","FALSE"
"2598","2025-07-07","40","179","26","791.9","20589.4","Retail","TRUE"
"2599","2026-04-11","263","171","1","256.5","256.5","Partner","TRUE"
"2600","2025-03-15","390","185","37","730.25","27019.25","Retail","TRUE"
"2601","2025-01-09","176","112","23","36.29","834.67","Retail","TRUE"
"2602","2025-07-03","328","199","14","98.02","1372.28","Direct","TRUE"
"2603","2025-03-01","197","159","19","512.34","9734.46","Direct","FALSE"
"2604","2026-03-17","224","100","14","751.11","10515.54","Partner","TRUE"
"2605","2025-05-22","262","198","2","769","1538","Partner","TRUE"
"2606","2026-06-22","420","195","26","1156.38","30065.88","Direct","TRUE"
"2607","2026-01-07","250","45","33","708.59","23383.47","Partner","FALSE"
"2608","2025-10-08","135","8","38","859.31","32653.78","Retail","TRUE"
"2609","2026-06-28","28","89","3","406.34","1219.02","Retail","TRUE"
"2610","2025-08-09","39","7","37","449.88","16645.56","Partner","TRUE"
"2611","2025-06-23","306","30","29","1089.2","31586.8","Online","TRUE"
"2612","2026-01-29","121","79","6","951.42","5708.52","Direct","FALSE"
"2613","2026-03-16","394","197","39","313.89","12241.71","Partner","FALSE"
"2614","2026-03-10","111","115","29","1097.14","31817.06","Direct","FALSE"
"2615","2025-03-11","377","191","35","469.91","16446.85","Online","TRUE"
"2616","2024-09-16","472","136","3","195.07","585.21","Direct","TRUE"
"2617","2025-06-14","192","107","31","135.67","4205.77","Online","TRUE"
"2618","2025-07-18","228","110","15","98.86","1482.9","Retail","TRUE"
"2619","2025-09-11","371","33","10","15.32","153.2","Online","TRUE"
"2620","2025-08-15","474","113","19","679.45","12909.55","Partner","TRUE"
"2621","2024-09-14","389","55","11","709.84","7808.24","Direct","TRUE"
"2622","2025-06-23","154","19","1","828.96","828.96","Direct","TRUE"
"2623","2026-01-18","321","185","4","619.78","2479.12","Direct","TRUE"
"2624","2025-09-13","274","89","20","913.4","18268","Partner","TRUE"
"2625","2025-06-08","42","193","16","1082.4","17318.4","Online","TRUE"
"2626","2025-05-09","14","150","29","769.99","22329.71","Partner","TRUE"
"2627","2025-08-06","369","150","31","220.31","6829.61","Online","TRUE"
"2628","2025-03-31","425","107","29","15.99","463.71","Partner","TRUE"
"2629","2026-03-23","377","101","10","1161.73","11617.3","Direct","TRUE"
"2630","2025-10-16","71","151","22","845.14","18593.08","Retail","FALSE"
"2631","2025-11-07","71","195","38","1165.36","44283.68","Online","FALSE"
"2632","2026-09-03","20","41","17","124.09","2109.53","Retail","TRUE"
"2633","2026-03-04","330","151","27","309.82","8365.14","Retail","FALSE"
"2634","2026-04-01","500","189","38","779.71","29628.98","Direct","FALSE"
"2635","2026-05-11","292","177","37","973.82","36031.34","Direct","TRUE"
"2636","2025-03-21","9","121","25","1074.22","26855.5","Direct","TRUE"
"2637","2025-10-01","475","18","35","1177.97","41228.95","Direct","TRUE"
"2638","2024-12-14","461","4","19","824.8","15671.2","Retail","FALSE"
"2639","2026-01-17","191","197","39","130.31","5082.09","Online","TRUE"
"2640","2024-10-21","187","39","21","1188.71","24962.91","Direct","TRUE"
"2641","2025-10-05","125","104","1","47.5","47.5","Retail","TRUE"
"2642","2025-05-31","148","160","10","119.75","1197.5","Partner","TRUE"
"2643","2025-03-03","392","37","14","616.24","8627.36","Retail","FALSE"
"2644","2026-05-26","488","132","20","650.05","13001","Retail","TRUE"
"2645","2025-06-19","111","146","22","365.27","8035.94","Direct","TRUE"
"2646","2025-04-17","431","183","18","956.65","17219.7","Direct","TRUE"
"2647","2025-05-04","254","12","20","1065.13","21302.6","Retail","TRUE"
"2648","2026-05-28","302","67","20","142.36","2847.2","Retail","TRUE"
"2649","2026-03-20","391","146","31","598.21","18544.51","Online","TRUE"
"2650","2026-03-20","102","95","21","1090.3","22896.3","Online","TRUE"
"2651","2025-07-04","426","59","10","603.62","6036.2","Online","FALSE"
"2652","2024-11-29","392","169","4","528.13","2112.52","Retail","TRUE"
"2653","2024-12-29","58","172","21","61.52","1291.92","Retail","TRUE"
"2654","2026-07-24","351","6","7","1170.49","8193.43","Retail","TRUE"
"2655","2026-02-27","198","196","37","956.14","35377.18","Retail","TRUE"
"2656","2025-07-24","302","163","8","17.82","142.56","Partner","TRUE"
"2657","2025-06-02","428","102","8","552.53","4420.24","Online","FALSE"
"2658","2025-07-07","336","102","38","374.98","14249.24","Partner","TRUE"
"2659","2025-04-08","274","121","22","694.42","15277.24","Retail","TRUE"
"2660","2026-09-08","246","76","13","760.57","9887.41","Partner","TRUE"
"2661","2026-02-05","343","98","29","64.78","1878.62","Direct","TRUE"
"2662","2025-04-15","191","149","9","522.73","4704.57","Online","TRUE"
"2663","2025-01-21","177","51","2","1037.71","2075.42","Partner","FALSE"
"2664","2026-02-27","168","98","4","447.66","1790.64","Direct","TRUE"
"2665","2024-11-06","192","80","27","858.9","23190.3","Online","FALSE"
"2666","2025-12-31","478","77","3","876.66","2629.98","Direct","TRUE"
"2667","2025-04-02","283","156","30","911.6","27348","Online","FALSE"
"2668","2026-05-24","217","179","37","1022.63","37837.31","Online","FALSE"
"2669","2025-12-08","316","42","20","745.03","14900.6","Online","FALSE"
"2670","2025-04-10","113","27","36","105.06","3782.16","Online","FALSE"
"2671","2025-05-31","177","133","19","208.94","3969.86","Partner","TRUE"
"2672","2026-03-02","152","97","20","862.94","17258.8","Partner","FALSE"
"2673","2025-05-23","156","141","19","887.8","16868.2","Online","TRUE"
"2674","2026-03-07","112","46","2","36.61","73.22","Partner","TRUE"
"2675","2025-07-21","68","171","38","869.01","33022.38","Retail","TRUE"
"2676","2026-08-02","417","136","3","992.21","2976.63","Retail","TRUE"
"2677","2024-10-13","437","192","22","852.69","18759.18","Partner","TRUE"
"2678","2026-07-25","70","171","2","605.37","1210.74","Partner","TRUE"
"2679","2025-03-24","477","50","32","1015.4","32492.8","Online","TRUE"
"2680","2026-06-13","23","41","36","323.63","11650.68","Online","TRUE"
"2681","2026-08-18","383","181","24","950.8","22819.2","Direct","TRUE"
"2682","2026-02-27","209","89","39","893.71","34854.69","Partner","FALSE"
"2683","2025-11-01","209","74","25","925.58","23139.5","Direct","TRUE"
"2684","2025-12-16","19","165","34","915.4","31123.6","Partner","TRUE"
"2685","2026-07-12","412","50","37","392.61","14526.57","Retail","TRUE"
"2686","2025-08-08","354","51","22","711.64","15656.08","Retail","TRUE"
"2687","2026-04-20","295","135","31","447.22","13863.82","Online","TRUE"
"2688","2025-06-25","329","147","13","1009","13117","Retail","TRUE"
"2689","2025-09-08","479","47","21","1005.61","21117.81","Partner","TRUE"
"2690","2025-02-08","238","126","9","282.11","2538.99","Partner","TRUE"
"2691","2026-04-10","4","42","35","605.9","21206.5","Online","FALSE"
"2692","2024-09-20","415","54","30","184.42","5532.6","Retail","TRUE"
"2693","2024-10-03","361","63","23","376.68","8663.64","Retail","FALSE"
"2694","2026-02-02","444","139","14","1152.57","16135.98","Online","TRUE"
"2695","2025-10-08","468","121","37","514.21","19025.77","Retail","TRUE"
"2696","2025-03-07","217","132","35","48.25","1688.75","Online","TRUE"
"2697","2025-02-05","350","103","26","423.18","11002.68","Online","TRUE"
"2698","2026-04-11","124","31","33","1009.6","33316.8","Partner","TRUE"
"2699","2024-09-25","290","111","34","534.22","18163.48","Direct","FALSE"
"2700","2026-09-05","227","7","35","537.52","18813.2","Partner","TRUE"
"2701","2026-01-21","360","139","4","72.53","290.12","Retail","TRUE"
"2702","2026-06-03","392","83","38","643.82","24465.16","Direct","FALSE"
"2703","2026-03-22","109","59","21","922.56","19373.76","Direct","TRUE"
"2704","2026-09-05","310","157","13","557.64","7249.32","Retail","TRUE"
"2705","2025-02-04","389","35","34","591.25","20102.5","Online","TRUE"
"2706","2025-08-21","448","40","33","463.11","15282.63","Retail","TRUE"
"2707","2024-10-05","496","188","3","606.02","1818.06","Direct","TRUE"
"2708","2025-03-07","18","46","21","1079.02","22659.42","Direct","TRUE"
"2709","2025-07-25","75","135","26","1027.91","26725.66","Direct","TRUE"
"2710","2024-09-17","482","181","21","692.16","14535.36","Direct","FALSE"
"2711","2026-01-22","356","60","39","1102.92","43013.88","Partner","TRUE"
"2712","2025-06-14","1","10","14","588.41","8237.74","Retail","TRUE"
"2713","2026-07-12","101","94","17","157.78","2682.26","Partner","TRUE"
"2714","2024-10-02","226","57","24","716.39","17193.36","Retail","FALSE"
"2715","2024-09-29","395","87","30","650.5","19515","Retail","TRUE"
"2716","2026-09-04","482","174","11","259.94","2859.34","Online","TRUE"
"2717","2026-03-18","293","199","26","823.39","21408.14","Partner","TRUE"
"2718","2025-12-18","239","136","27","983.81","26562.87","Retail","TRUE"
"2719","2025-07-27","64","165","10","1177.13","11771.3","Online","TRUE"
"2720","2025-01-05","111","33","16","990.48","15847.68","Direct","FALSE"
"2721","2025-01-01","461","39","29","530.37","15380.73","Retail","TRUE"
"2722","2024-12-30","416","35","26","572.38","14881.88","Retail","TRUE"
"2723","2025-08-08","339","25","31","534.23","16561.13","Direct","TRUE"
"2724","2025-06-10","146","151","13","373.59","4856.67","Direct","TRUE"
"2725","2026-03-06","65","109","5","198.73","993.65","Online","FALSE"
"2726","2025-09-13","447","167","26","683.81","17779.06","Retail","TRUE"
"2727","2025-11-24","497","72","10","973.67","9736.7","Partner","TRUE"
"2728","2026-06-29","435","122","18","801.59","14428.62","Retail","TRUE"
"2729","2025-10-27","247","197","28","790.97","22147.16","Retail","TRUE"
"2730","2025-05-04","119","84","37","725.24","26833.88","Direct","TRUE"
"2731","2026-07-20","349","121","8","106.24","849.92","Online","TRUE"
"2732","2025-05-12","318","109","29","959.79","27833.91","Partner","FALSE"
"2733","2024-12-16","232","116","20","311.6","6232","Online","TRUE"
"2734","2026-04-06","168","140","35","609.46","21331.1","Online","TRUE"
"2735","2026-07-08","397","195","18","876.57","15778.26","Retail","FALSE"
"2736","2026-02-27","55","184","30","396.53","11895.9","Retail","TRUE"
"2737","2026-02-03","171","75","28","43.3","1212.4","Retail","TRUE"
"2738","2025-09-04","389","99","2","977.45","1954.9","Online","TRUE"
"2739","2026-08-26","435","92","35","690.28","24159.8","Direct","FALSE"
"2740","2024-12-16","455","98","8","584.56","4676.48","Direct","TRUE"
"2741","2025-01-21","116","1","19","1073.01","20387.19","Partner","TRUE"
"2742","2024-12-21","22","110","31","702.58","21779.98","Partner","TRUE"
"2743","2024-11-11","162","149","15","1108.63","16629.45","Partner","TRUE"
"2744","2026-03-16","168","58","17","224.51","3816.67","Partner","FALSE"
"2745","2025-12-02","487","141","33","469.56","15495.48","Partner","TRUE"
"2746","2024-10-05","150","169","33","1063.12","35082.96","Partner","TRUE"
"2747","2025-03-23","181","196","8","843.68","6749.44","Partner","TRUE"
"2748","2024-12-06","18","69","2","458.52","917.04","Direct","TRUE"
"2749","2025-08-15","305","90","1","949.27","949.27","Partner","FALSE"
"2750","2025-02-09","163","105","37","45.93","1699.41","Partner","FALSE"
"2751","2024-10-15","17","15","30","324.88","9746.4","Online","TRUE"
"2752","2026-03-17","67","94","35","400.16","14005.6","Online","TRUE"
"2753","2026-09-11","426","69","27","122.63","3311.01","Partner","TRUE"
"2754","2025-01-22","46","13","10","658.69","6586.9","Retail","TRUE"
"2755","2025-03-14","411","79","14","1139.66","15955.24","Partner","FALSE"
"2756","2024-11-27","213","150","16","481.19","7699.04","Direct","FALSE"
"2757","2026-03-11","445","38","24","290.72","6977.28","Direct","TRUE"
"2758","2026-06-16","222","36","29","1151.95","33406.55","Partner","TRUE"
"2759","2026-03-22","252","36","1","421.53","421.53","Direct","TRUE"
"2760","2025-11-03","255","161","37","1084.63","40131.31","Direct","FALSE"
"2761","2026-08-23","220","80","27","715.39","19315.53","Partner","TRUE"
"2762","2026-06-25","231","4","13","960.16","12482.08","Direct","FALSE"
"2763","2025-07-13","270","30","16","740.16","11842.56","Direct","TRUE"
"2764","2024-10-29","107","85","35","725.4","25389","Partner","TRUE"
"2765","2025-12-10","490","181","3","1140.78","3422.34","Retail","FALSE"
"2766","2024-11-17","440","76","11","218.62","2404.82","Partner","TRUE"
"2767","2026-04-02","1","107","28","996.14","27891.92","Partner","TRUE"
"2768","2025-03-12","368","27","4","532.16","2128.64","Retail","TRUE"
"2769","2025-08-14","260","105","20","501.7","10034","Partner","TRUE"
"2770","2025-03-30","257","195","13","184.26","2395.38","Partner","TRUE"
"2771","2026-08-03","44","162","31","357.7","11088.7","Online","TRUE"
"2772","2026-04-30","57","107","25","1190.87","29771.75","Online","TRUE"
"2773","2026-02-26","31","146","39","289.74","11299.86","Online","TRUE"
"2774","2026-01-05","397","118","19","1028.07","19533.33","Partner","FALSE"
"2775","2024-11-10","401","176","12","978.45","11741.4","Online","TRUE"
"2776","2025-01-01","302","60","27","686.54","18536.58","Online","TRUE"
"2777","2025-02-06","372","92","15","95.58","1433.7","Direct","FALSE"
"2778","2025-08-26","435","133","4","974.17","3896.68","Online","TRUE"
"2779","2025-01-06","349","150","9","572.77","5154.93","Retail","TRUE"
"2780","2026-02-03","414","140","13","1188.2","15446.6","Partner","TRUE"
"2781","2026-05-14","348","106","17","208.54","3545.18","Online","FALSE"
"2782","2026-04-04","453","34","27","1119.43","30224.61","Direct","TRUE"
"2783","2024-10-29","229","185","23","666.9","15338.7","Partner","TRUE"
"2784","2026-03-05","361","121","17","513.01","8721.17","Retail","TRUE"
"2785","2026-04-20","138","102","1","198.78","198.78","Direct","TRUE"
"2786","2026-02-03","335","153","9","145.84","1312.56","Retail","TRUE"
"2787","2025-10-11","333","36","29","520.09","15082.61","Retail","TRUE"
"2788","2024-11-11","469","145","17","940.76","15992.92","Retail","TRUE"
"2789","2025-05-12","139","183","26","1089.33","28322.58","Online","TRUE"
"2790","2025-12-24","206","56","13","585.14","7606.82","Partner","FALSE"
"2791","2026-02-26","280","43","22","1023.4","22514.8","Partner","TRUE"
"2792","2025-03-02","282","17","2","22.68","45.36","Partner","TRUE"
"2793","2024-10-21","352","102","34","393.58","13381.72","Direct","FALSE"
"2794","2025-08-13","356","39","2","763.96","1527.92","Online","FALSE"
"2795","2026-06-29","215","110","30","1006.3","30189","Direct","FALSE"
"2796","2025-04-12","331","179","20","1187.22","23744.4","Retail","TRUE"
"2797","2024-11-18","7","79","34","1138.2","38698.8","Retail","TRUE"
"2798","2024-10-30","8","6","29","652.16","18912.64","Partner","TRUE"
"2799","2026-02-07","241","155","32","910.23","29127.36","Online","TRUE"
"2800","2025-06-25","102","74","1","1097.85","1097.85","Direct","TRUE"
"2801","2024-12-25","98","186","27","643.7","17379.9","Retail","TRUE"
"2802","2025-12-23","404","41","38","287.62","10929.56","Online","FALSE"
"2803","2026-07-26","422","99","9","556.34","5007.06","Partner","FALSE"
"2804","2025-08-28","353","23","16","855.61","13689.76","Online","TRUE"
"2805","2024-10-03","295","118","38","243.18","9240.84","Partner","TRUE"
"2806","2025-10-11","189","26","1","203.82","203.82","Partner","TRUE"
"2807","2025-09-07","412","157","10","1012.42","10124.2","Retail","TRUE"
"2808","2026-02-11","118","178","8","308.32","2466.56","Retail","TRUE"
"2809","2025-06-01","372","14","29","65.64","1903.56","Retail","TRUE"
"2810","2025-11-06","367","133","24","290.32","6967.68","Online","TRUE"
"2811","2025-05-20","9","13","14","88.29","1236.06","Direct","TRUE"
"2812","2024-12-03","103","115","16","416.09","6657.44","Online","TRUE"
"2813","2024-09-23","430","54","38","217.68","8271.84","Direct","TRUE"
"2814","2024-12-13","202","83","13","797.72","10370.36","Retail","TRUE"
"2815","2026-01-09","243","29","31","1043.06","32334.86","Partner","TRUE"
"2816","2026-04-18","256","67","23","702.56","16158.88","Direct","TRUE"
"2817","2024-12-10","187","9","20","403.44","8068.8","Online","TRUE"
"2818","2025-05-04","489","101","17","509.05","8653.85","Retail","TRUE"
"2819","2026-02-09","159","67","1","289.9","289.9","Retail","TRUE"
"2820","2026-02-09","190","19","37","187.43","6934.91","Retail","TRUE"
"2821","2025-04-25","481","169","32","962.93","30813.76","Partner","TRUE"
"2822","2026-02-11","215","49","19","575.32","10931.08","Retail","TRUE"
"2823","2026-09-03","332","97","7","149.1","1043.7","Partner","FALSE"
"2824","2026-05-25","9","37","15","727.56","10913.4","Retail","TRUE"
"2825","2025-05-19","439","98","3","289.57","868.71","Direct","TRUE"
"2826","2024-10-02","460","147","32","335.83","10746.56","Partner","TRUE"
"2827","2026-09-09","469","176","16","744.52","11912.32","Direct","TRUE"
"2828","2025-11-29","201","18","19","830.15","15772.85","Retail","TRUE"
"2829","2025-01-05","272","76","9","695.61","6260.49","Direct","TRUE"
"2830","2024-09-18","335","41","7","1187.07","8309.49","Retail","TRUE"
"2831","2025-01-17","15","67","24","820.82","19699.68","Direct","TRUE"
"2832","2025-11-13","403","89","2","1046.82","2093.64","Direct","FALSE"
"2833","2025-04-17","368","190","22","1030.8","22677.6","Direct","TRUE"
"2834","2026-04-21","401","178","28","299.76","8393.28","Partner","FALSE"
"2835","2026-07-30","34","142","13","761.54","9900.02","Retail","TRUE"
