"InventoryId","ProductId","WarehouseId","QtyOnHand","ReorderPoint","LastCounted"
"703","176","2","4804","393","2026-08-30"
"704","140","3","4587","371","2026-03-19"
"705","19","5","2389","362","2026-06-03"
"706","185","2","375","183","2026-04-03"
"707","156","7","4923","300","2026-06-11"
"708","71","7","3923","371","2026-07-29"
"709","3","4","4764","88","2026-07-04"
"710","179","3","3699","457","2026-03-23"
"711","1","7","3019","64","2026-05-26"
"712","28","8","3878","24","2026-05-04"
"713","140","2","1104","227","2026-07-07"
"714","82","6","930","53","2026-08-09"
"715","92","1","292","55","2026-04-28"
"716","40","4","3288","46","2026-04-18"
"717","105","3","724","260","2026-03-21"
"718","99","8","3758","130","2026-06-10"
"719","134","1","2168","453","2026-08-21"
"720","135","5","3605","492","2026-04-12"
"721","82","8","980","373","2026-06-05"
"722","32","4","2259","476","2026-03-24"
"723","171","5","688","444","2026-07-13"
"724","138","6","4881","180","2026-09-03"
"725","150","1","1565","130","2026-07-13"
"726","157","3","3975","476","2026-07-21"
"727","84","5","2352","216","2026-06-19"
"728","193","4","1854","341","2026-05-06"
"729","37","8","167","250","2026-07-10"
"730","92","4","4124","294","2026-03-30"
"731","165","2","3139","144","2026-04-25"
"732","27","5","4001","169","2026-06-03"
"733","69","1","4693","479","2026-05-20"
"734","157","5","2126","458","2026-04-24"
"735","188","1","947","487","2026-03-30"
"736","189","2","1736","382","2026-06-23"
"737","48","5","3192","388","2026-06-08"
"738","18","4","2207","245","2026-06-25"
"739","68","8","4994","114","2026-05-06"
"740","65","5","3129","254","2026-08-03"
"741","70","8","2657","461","2026-04-08"
"742","148","7","1457","238","2026-08-02"
"743","19","4","3104","28","2026-04-03"
"744","53","1","3989","460","2026-04-20"
"745","6","1","1228","128","2026-05-09"
"746","107","4","3112","484","2026-04-20"
"747","91","7","2536","415","2026-09-01"
"748","85","1","1700","55","2026-07-25"
"749","114","3","2390","361","2026-08-08"
"750","152","2","4688","494","2026-07-26"
"751","89","6","2708","181","2026-06-25"
"752","186","2","60","310","2026-05-26"
"753","129","5","2340","362","2026-09-02"
"754","185","1","585","278","2026-08-20"
"755","132","2","3613","395","2026-08-23"
"756","150","1","4682","457","2026-06-23"
"757","175","8","3265","56","2026-03-18"
"758","151","8","2723","20","2026-03-26"
"759","192","7","2009","21","2026-08-24"
"760","57","6","937","91","2026-08-08"
"761","28","7","3089","139","2026-06-20"
"762","103","7","854","291","2026-03-29"
"763","170","4","3782","238","2026-06-04"
"764","137","8","2149","472","2026-04-07"
"765","159","5","4556","272","2026-07-26"
"766","161","1","3670","280","2026-05-15"
"767","74","2","4240","321","2026-04-16"
"768","22","3","3834","258","2026-04-17"
"769","178","3","3264","434","2026-05-03"
"770","140","4","2503","398","2026-08-10"
"771","160","7","2592","444","2026-08-20"
"772","160","5","2845","247","2026-05-15"
"773","55","7","4364","52","2026-06-04"
"774","30","1","2388","219","2026-05-24"
"775","55","4","2661","429","2026-07-17"
"776","64","3","559","293","2026-09-05"
"777","191","7","560","109","2026-09-11"
"778","57","4","1518","436","2026-04-08"
"779","49","6","2085","303","2026-04-22"
"780","84","3","539","137","2026-05-25"
"781","131","8","4020","241","2026-05-15"
"782","165","6","2859","43","2026-08-17"
"783","130","6","1800","494","2026-06-13"
"784","151","1","3057","252","2026-06-26"
"785","192","1","768","13","2026-04-23"
"786","68","8","910","382","2026-06-22"
"787","190","7","236","325","2026-08-18"
"788","73","1","112","31","2026-06-21"
"789","157","5","2678","473","2026-07-13"
"790","40","7","2370","95","2026-09-04"
"791","137","7","2041","215","2026-06-24"
"792","129","1","3634","54","2026-08-25"
"793","143","3","1786","257","2026-08-11"
"794","122","3","2764","360","2026-04-08"
"795","185","7","1726","13","2026-08-05"
"796","29","7","3642","43","2026-06-06"
"797","42","3","999","271","2026-07-17"
"798","63","3","3034","109","2026-04-13"
"799","1","8","4155","124","2026-06-07"
"800","176","5","1760","100","2026-05-16"
"801","143","7","3312","376","2026-04-12"
"802","170","4","3122","122","2026-04-26"
"803","122","4","970","137","2026-08-22"
"804","149","8","3692","477","2026-08-08"
"805","185","3","1612","238","2026-08-23"
"806","95","1","1204","195","2026-05-01"
"807","150","5","4606","265","2026-06-24"
"808","122","3","138","312","2026-07-15"
"809","154","6","2015","344","2026-08-17"
"810","63","4","2360","130","2026-04-30"
"811","51","1","1272","253","2026-09-12"
"812","86","7","1127","453","2026-07-07"
"813","161","8","2055","22","2026-03-28"
"814","28","3","581","89","2026-07-23"
"815","147","4","1875","245","2026-08-16"
"816","104","6","1610","57","2026-07-15"
"817","161","3","4789","346","2026-04-03"
"818","26","3","2837","438","2026-04-17"
"819","15","6","1462","274","2026-03-29"
"820","4","8","1476","128","2026-05-27"
"821","22","4","579","319","2026-07-14"
"822","123","2","1096","320","2026-03-30"
"823","156","2","50","375","2026-06-11"
"824","137","3","1616","383","2026-06-04"
"825","79","5","1030","315","2026-04-02"
"826","63","5","2604","63","2026-04-10"
"827","3","7","1875","289","2026-07-18"
"828","174","8","555","265","2026-03-24"
"829","137","2","1826","138","2026-08-07"
"830","124","3","329","309","2026-04-16"
"831","50","5","3719","326","2026-07-22"
"832","35","4","4363","407","2026-08-12"
"833","76","6","2281","273","2026-09-03"
"834","72","1","2304","324","2026-08-03"
"835","52","5","929","140","2026-03-29"
"836","197","6","4345","437","2026-09-10"
"837","46","2","3604","417","2026-06-28"
"838","21","4","1125","29","2026-04-24"
"839","61","4","2807","273","2026-04-24"
"840","158","2","4841","65","2026-06-02"
"841","122","4","3551","376","2026-09-12"
"842","156","8","3156","229","2026-05-19"
"843","128","6","2246","311","2026-08-07"
"844","110","8","4482","202","2026-03-19"
"845","66","1","2233","262","2026-06-16"
"846","185","3","1731","120","2026-03-21"
"847","64","6","3322","179","2026-05-25"
"848","16","8","4391","84","2026-07-03"
"849","182","5","3572","478","2026-06-22"
"850","17","3","3571","223","2026-05-25"
"851","49","7","1357","348","2026-05-22"
"852","115","1","3270","439","2026-07-20"
"853","110","4","2881","23","2026-08-28"
"854","40","1","234","423","2026-05-21"
"855","133","3","4948","83","2026-07-13"
"856","19","1","4780","15","2026-05-06"
"857","51","7","3032","141","2026-04-04"
"858","168","5","3674","85","2026-04-02"
"859","10","7","4329","114","2026-08-14"
"860","153","3","1845","281","2026-07-26"
"861","76","2","4532","366","2026-06-07"
"862","104","3","4192","364","2026-03-21"
"863","171","7","1197","174","2026-03-20"
"864","96","3","4678","87","2026-06-04"
"865","81","4","2278","147","2026-04-14"
"866","184","6","4298","282","2026-03-23"
"867","173","3","4613","188","2026-04-14"
"868","5","7","4470","495","2026-06-21"
"869","114","1","2140","105","2026-05-22"
"870","140","4","1260","184","2026-04-11"
"871","110","5","296","206","2026-06-14"
"872","168","6","2185","228","2026-08-11"
"873","80","6","4028","340","2026-04-02"
"874","139","8","4594","462","2026-08-17"
"875","44","8","3811","269","2026-08-11"
"876","71","4","2574","283","2026-06-12"
"877","69","3","3388","413","2026-03-27"
"878","54","3","3724","454","2026-07-04"
"879","149","3","4597","469","2026-04-16"
"880","83","4","558","406","2026-06-14"
"881","88","1","736","235","2026-05-25"
"882","77","6","3449","224","2026-06-24"
"883","106","8","454","365","2026-04-28"
"884","194","1","2415","15","2026-04-10"
"885","44","8","1308","73","2026-07-20"
"886","168","3","2450","93","2026-08-12"
"887","100","2","324","148","2026-08-10"
"888","44","6","4715","473","2026-07-07"
"889","41","6","531","34","2026-08-24"
"890","36","7","2088","349","2026-07-27"
"891","191","7","2665","155","2026-04-10"
"892","136","4","622","458","2026-08-06"
"893","21","7","4630","129","2026-04-22"
"894","143","1","1944","392","2026-05-01"
"895","149","6","4122","238","2026-06-24"
"896","44","1","4427","159","2026-04-30"
"897","198","6","1435","478","2026-09-07"
"898","54","1","3317","46","2026-03-20"
"899","84","7","1276","243","2026-04-25"
"900","30","1","1189","348","2026-03-20"
"901","171","1","4314","359","2026-05-04"
"902","161","4","258","447","2026-03-20"
"903","131","1","2862","150","2026-06-17"
"904","172","2","3430","419","2026-04-07"
"905","70","5","1716","207","2026-04-05"
"906","174","5","1553","457","2026-06-20"
"907","95","6","1463","486","2026-08-11"
"908","101","8","4611","39","2026-08-11"
"909","55","1","1163","143","2026-05-03"
"910","104","5","3240","51","2026-06-06"
"911","70","8","616","232","2026-08-02"
"912","191","3","706","15","2026-05-19"
"913","123","4","873","297","2026-09-01"
"914","35","2","2779","216","2026-07-21"
"915","26","4","4594","431","2026-05-11"
"916","163","2","4102","316","2026-06-03"
"917","48","8","1201","33","2026-05-18"
"918","103","6","4934","175","2026-04-05"
"919","46","4","1557","139","2026-07-11"
"920","162","7","4752","105","2026-06-09"
"921","71","4","2963","485","2026-06-20"
"922","132","4","3775","169","2026-08-19"
"923","134","3","3959","294","2026-08-22"
"924","155","8","217","69","2026-07-06"
"925","57","5","1522","405","2026-06-02"
"926","154","1","556","146","2026-08-20"
"927","4","5","1314","451","2026-09-03"
"928","118","2","652","302","2026-04-13"
"929","133","7","1596","441","2026-03-22"
"930","94","5","4766","471","2026-09-10"
"931","150","6","142","325","2026-07-20"
"932","157","2","1835","387","2026-07-27"
"933","5","5","2785","433","2026-06-23"
"934","121","6","1674","22","2026-06-05"
"935","47","3","3760","381","2026-07-13"
"936","172","6","3738","190","2026-08-26"
"937","103","4","1232","274","2026-08-04"
"938","91","2","4189","250","2026-07-03"
"939","189","5","373","499","2026-07-21"
"940","43","6","603","474","2026-08-17"
"941","179","4","1677","15","2026-09-08"
"942","163","8","525","211","2026-06-28"
"943","77","4","2120","63","2026-05-11"
"944","69","4","3804","89","2026-07-22"
"945","138","4","717","70","2026-05-10"
"946","92","4","4517","481","2026-06-04"
"947","85","6","705","493","2026-03-27"
"948","100","2","3025","294","2026-09-03"
"949","17","4","1383","368","2026-07-31"
"950","111","2","297","244","2026-05-29"
"951","170","6","849","268","2026-07-20"
"952","34","2","1596","131","2026-07-10"
"953","140","4","1903","387","2026-06-28"
"954","191","6","3041","275","2026-08-31"
"955","77","6","1984","10","2026-09-12"
"956","55","2","3515","230","2026-08-08"
"957","33","3","3860","316","2026-08-26"
"958","12","3","1241","405","2026-06-15"
"959","47","5","2870","443","2026-08-11"
"960","20","4","1707","279","2026-07-12"
"961","119","6","619","178","2026-08-13"
"962","160","7","1973","283","2026-09-07"
"963","7","3","1509","474","2026-07-21"
"964","10","4","529","19","2026-03-29"
"965","6","8","2365","350","2026-07-07"
"966","38","2","4649","116","2026-05-26"
"967","193","2","3631","178","2026-03-24"
"968","69","1","4258","147","2026-07-08"
"969","152","8","3484","398","2026-06-28"
"970","183","7","1722","329","2026-06-11"
"971","20","8","2616","371","2026-06-09"
"972","81","8","4789","86","2026-05-23"
"973","134","1","3498","321","2026-07-24"
"974","154","7","3389","465","2026-04-17"
"975","176","1","533","124","2026-07-09"
"976","121","8","1263","202","2026-04-20"
"977","62","4","100","78","2026-04-14"
"978","85","3","2531","483","2026-06-27"
"979","49","1","1033","186","2026-05-14"
"980","74","7","1209","35","2026-06-08"
"981","159","3","2795","389","2026-05-16"
"982","155","5","974","459","2026-07-27"
"983","45","5","3040","114","2026-04-30"
"984","85","6","1923","230","2026-08-20"
"985","161","1","2160","332","2026-04-06"
"986","171","7","4338","292","2026-07-20"
"987","142","2","4951","143","2026-04-30"
"988","89","4","4834","25","2026-09-06"
"989","136","2","1757","69","2026-08-25"
"990","172","3","1869","376","2026-04-04"
"991","42","2","4414","226","2026-06-06"
"992","166","4","639","215","2026-09-04"
"993","127","1","2311","179","2026-07-28"
"994","185","7","2093","198","2026-09-07"
"995","64","6","798","164","2026-03-22"
"996","109","7","1503","448","2026-05-10"
"997","149","1","1746","112","2026-06-28"
"998","50","4","2195","189","2026-07-18"
"999","149","1","2896","128","2026-07-18"
"1000","159","5","3594","13","2026-06-22"
